#city;country;lat;lng;pop
Yazdan;Iran;33.5065;60.8938;1894
Sao Cabriel da Cachoeira;Brazil;-0.133236;-67.0833;15231
Gladstone;Australia;-23.8533;151.247;29055
Novyy Uoyin;Russia;56.135;111.734;4184
Ambon;Indonesia;-3.71669;128.2;227561
Tyler;United States of America;32.3511;-95.3008;101561
Tupiza;Bolivia;-21.4396;-65.72;25499
Berekum;Ghana;7.45038;-2.59001;36484
Brighton;United Kingdom;50.8303;-0.169974;321004
Tame;Colombia;6.46034;-71.74;25030
Shimonoseki;Japan;33.9654;130.945;236198
Uzhgorod;Ukraine;48.63;22.25;134355
Matehuala;Mexico;23.6604;-100.65;63624
Jinan;China;36.675;116.995;2433633
Ketchikan;United States of America;55.3562;-131.664;8121
Greymouth;New Zealand;-42.4728;171.209;9419
Tottori;Japan;35.5004;134.233;142635
Lisburn;United Kingdom;54.5204;-6.67002;12899
Kirsanov;Russia;52.6574;42.7174;17001
Manily;Russia;62.55;165.3;10
Fez;Morocco;34.0546;-5.00038;983445
Baku;Azerbaijan;40.3953;49.8622;2007150
Zhuzhou;China;27.83;113.15;894679
Kyaukphyu;Myanmar;19.429;93.5494;4261
Gent;Belgium;51.03;3.70002;337914
Hobbs;United States of America;32.7126;-103.141;28375
Santa Maria da Vitoria;Brazil;-13.39;-44.21;13176
Slatina;Romania;44.435;24.371;78988
Port Lavaca;United States of America;28.616;-96.6297;10715
Polokwane;South Africa;-23.89;29.45;171897
Atkarsk;Russia;51.8765;44.9961;23315
Jijel;Algeria;36.822;5.766;148000
Santa Maria;Brazil;-29.6833;-53.8;239211
Babati;Tanzania;-4.21955;35.75;19117
Lodja;Congo (Kinshasa);-3.48962;23.42;68244
Son Tay;Vietnam;21.1382;105.505;115091
Chuxiong;China;25.0364;101.546;254370
Norman;United States of America;35.2279;-97.3441;113525
Sao Jose de Ribamar;Brazil;-2.54999;-44.07;41521
Salavat;Russia;53.3703;55.93;111648
Sundsvall;Sweden;62.4001;17.3167;60926
Tatvan;Turkey;38.5066;42.2816;68436
Goyang;South Korea;37.6527;126.837;903000
Savetskaya Gavan;Russia;48.9699;140.275;27882
Lhasa;China;29.645;91.1;169160
Al Jahra;Kuwait;29.3375;47.6581;194193
Hamah;Syria;35.1503;36.73;439796
Altata;Mexico;24.636;-107.916;750
Pine Creek;Australia;-13.8162;131.817;505
Mendi;Papua New Guinea;-6.14439;143.645;21685
Masaka;Uganda;-0.329607;31.73;65373
Bua Yai;Thailand;15.584;102.419;17550
Juazeiro;Brazil;-9.42001;-40.5;95132
Nigde;Turkey;37.976;34.694;91039
Llica;Bolivia;-19.8496;-68.25;553
Dnipropetrovsk;Ukraine;48.48;35;949424
Ghanzi;Botswana;-21.6996;21.64;6306
Greenville;United States of America;33.4104;-91.0617;36539
Tubruq;Libya;32.08;23.96;192289
Abomey;Benin;7.1904;1.99;82154
Marinette;United States of America;45.1004;-87.6305;19170
Wilcannia;Australia;-31.5662;143.383;442
Chernobyl;Ukraine;51.3894;30.0989;0
Baghlan;Afghanistan;36.1393;68.6993;163598
Port Pirie;Australia;-33.1911;137.99;12417
Gao;Mali;16.2666;-0.0500076;87472
Khabarovsk;Russia;48.455;135.12;562705
Beaumont;United States of America;30.0863;-94.1017;107455
Chillan;Chile;-36.6;-72.106;149874
Bolzano;Italy;46.5004;11.36;95442
Novo Horizonte;Brazil;-21.4596;-49.22;29554
Repulse Bay;Canada;66.5295;-86.2829;874
Ambarchik;Russia;69.651;162.334;0
Togiak;United States of America;59.0704;-160.378;236
Menkere;Russia;67.9886;123.35;10
Brownsweg;Suriname;5.02002;-55.17;3639
Guanhaes;Brazil;-18.78;-42.95;16761
Loreto;Mexico;26.0133;-111.352;10760
Zemlya Bunge;Russia;74.8983;142.105;10
Puerto Montt;Chile;-41.47;-72.93;167341
Embi;Kazakhstan;48.8268;58.1442;10009
Wabag;Papua New Guinea;-5.49;143.718;3958
Mossendjo;Congo (Brazzaville);-2.93963;12.72;24583
Coimbatore;India;11;76.95;1327911
Katoomba;Australia;-33.7069;150.32;20334
Asosa;Ethiopia;10.067;34.5333;24192
Bumba;Congo (Kinshasa);2.18998;22.46;128029
Riberalta;Bolivia;-10.983;-66.1;74014
Qarshi;Uzbekistan;38.8704;65.8;304629
Long Xuyen;Vietnam;10.3804;105.42;254076
Uspallata;Argentina;-32.5931;-69.346;2390
Madurai;India;9.92003;78.12;1101954
Laghouat;Algeria;33.81;2.88002;108279
Yumen;China;39.83;97.73;233097
Taizz;Yemen;13.6045;44.0394;683111
Tozeur;Tunisia;33.9304;8.12998;37223
Rajapalaiyam;India;9.42039;77.58;338975
Santa Barbara;Mexico;26.8004;-105.82;8413
Jixi;China;45.3;130.97;684379
Penticton;Canada;49.5004;-119.583;34035
Tolanaro;Madagascar;-25.0268;46.99;16818
Kulusuk;Greenland;65.5666;-37.1833;286
Sarajevo;Bosnia and Herzegovina;43.85;18.383;662816
Karachi;Pakistan;24.87;66.99;11877109
Wasilla;United States of America;61.5817;-149.439;8521
Sarh;Chad;9.14997;18.39;135862
Phuket;Thailand;7.87653;98.3815;108595
Karaj;Iran;35.8004;50.97;1423000
Turkmenabat;Turkmenistan;39.11;63.58;231665
Kitakyushu;Japan;33.8704;130.82;990286
Ayutthaya;Thailand;14.3588;100.568;113788
Agadir;Morocco;30.44;-9.62004;752031
Wafangdian;China;39.6259;121.996;303217
Covilha;Portugal;40.2833;-7.49999;21219
Maanshan;China;31.7304;118.48;1000121
Maryborough;Australia;-37.0496;143.73;5838
Concepcion;Paraguay;-23.4064;-57.4344;53620
Al Aqabah;Jordan;29.527;35.0777;95048
Patna;India;25.625;85.13;1878960
Nanning;China;22.82;108.32;1485394
Namangan;Uzbekistan;41;71.67;599600
Kakata;Liberia;6.526;-10.349;33945
Vernon;United States of America;34.1511;-99.2904;11574
Narvik;Norway;68.3831;17.29;19236
Fort Portal;Uganda;0.671004;30.275;42670
Qasserine;Tunisia;35.1804;8.82999;80072
Embu;Kenya;-0.519569;37.45;46771
New York;United States of America;40.75;-73.98;13524139
Port Arthur;United States of America;29.899;-93.9286;54972
Amapa;Brazil;2.04999;-50.8;1947
Carlisle;United Kingdom;54.88;-2.92999;69270
Pontiac;United States of America;42.6519;-83.2902;67994
Pingyi;China;35.5104;117.62;78254
Tmassah;Libya;26.3666;15.8;350
Kuujjuarapik;Canada;55.2815;-77.7658;1243
Sakhon Nakhon;Thailand;17.1679;104.148;67755
Drobeta-Turnu Severin;Romania;44.6459;22.6659;104462
Toulon;France;43.1342;5.91882;263197
Huancavelica;Peru;-12.79;-74.99;42982
Leesburg;United States of America;28.8105;-81.8833;33929
Benha;Egypt;30.4667;31.1833;167029
Eindhoven;Netherlands;51.43;5.50002;303836
Shulan;China;44.4091;126.949;78092
Kansas City;United States of America;39.1136;-94.6301;324221
Ad Diwaniyah;Iraq;31.9889;44.924;338604
Juina;Brazil;-11.3996;-59.5;980
Alton;United States of America;38.891;-90.1842;57386
Gold Coast;Australia;-28.0815;153.448;429954
Massawa;Eritrea;15.6101;39.45;142564
York;United Kingdom;53.9704;-1.08002;151574
Magway;Myanmar;20.1445;94.9196;111463
Mangochi;Malawi;-14.4596;35.27;68973
Mataram;Indonesia;-8.57954;116.135;409041
Nazareth;Israel;32.704;35.2955;108129
Kangar;Malaysia;6.433;100.19;63869
Harar;Ethiopia;9.31996;42.15;161150
Harbin;China;45.75;126.65;3425441
Nabeul;Tunisia;36.4603;10.73;115149
Balkh;Afghanistan;36.7501;66.8997;147426
Lagos;Nigeria;6.44326;3.39153;4733768
Xuchang;China;34.0204;113.82;449258
Nuqui;Colombia;5.68518;-77.2746;1487
Dhule;India;20.9;74.77;423026
Guerrero Negro;Mexico;27.9904;-114.17;13054
Orillia;Canada;44.6;-79.4167;33830
Ternopil;Ukraine;49.536;25.5821;240222
La Plata;Argentina;-34.9096;-57.96;440388
Xinzhou;China;38.4104;112.72;216805
Piraievs;Greece;37.95;23.7;320881
Yarmouth;Canada;43.8308;-66.1126;7433
Kuala Terengganu;Malaysia;5.33041;103.12;317637
Swan Hill;Australia;-35.3396;143.54;9073
Timaru;New Zealand;-44.3816;171.219;23306
Americana;Brazil;-22.7499;-47.33;337747
Taldyqorghan;Kazakhstan;45;78.4;88380
Sebba;Burkina Faso;13.4364;0.530443;3273
Ermoupoli;Greece;37.4504;24.9333;12260
Sagastyr;Russia;73.3779;126.592;10
Bareilly;India;28.3454;79.42;781217
Placetas;Cuba;22.3158;-79.6555;34973
Los Andes;Chile;-32.8296;-70.6;53135
Waukesha;United States of America;43.0117;-88.2314;159012
Fuerte Olimpo;Paraguay;-21.0696;-57.9;2475
Lanzhou;China;36.056;103.792;2282609
Viana;Brazil;-3.20959;-45;15808
Mary;Turkmenistan;37.6;61.8333;146694
Pamplona;Colombia;7.39039;-72.66;52917
Rio Bueno;Chile;-40.34;-72.96;13059
Neuchatel;Switzerland;46.999;6.923;31270
Aybak;Afghanistan;36.261;68.04;24000
Aliwal North;South Africa;-30.6896;26.71;26423
Baicheng;China;45.62;122.82;351915
Novy Urengoy;Russia;66.0833;76.6332;47357
Livorno;Italy;43.5511;10.3023;145016
Farmington;United States of America;36.7542;-108.186;42917
Karasuk;Russia;53.7273;78.0219;26758
Pula;Croatia;44.8687;13.8481;60338
Cacador;Brazil;-26.77;-51.02;57155
Pachuca;Mexico;20.1704;-98.73;310861
Yantai;China;37.5304;121.4;1417666
Tuquerres;Colombia;1.09;-77.6199;27081
Nehe;China;48.49;124.88;74937
Ergun Zuoqi;China;50.7833;121.517;42849
Yulin;China;22.63;110.15;637742
Asheville;United States of America;35.6012;-82.5541;105775
Ma'an;Jordan;30.192;35.736;50350
Manja;Madagascar;-21.4329;44.3333;1536
Bac Kan;Vietnam;22.1333;105.833;29227
Vallejo;United States of America;38.1119;-122.258;133367
Melilla;Spain;35.3;-2.95001;107384
Prague;Czech Republic;50.0833;14.466;582043
San Juan;Puerto Rico;18.44;-66.13;1437115
Kassel;Germany;51.3;9.50003;242212
Sendai;Japan;38.2871;141.022;1643781
Okandja;Gabon;-0.682918;13.7833;7155
El Kef;Tunisia;36.1826;8.71476;42303
Tema;Ghana;5.64037;0.0100146;184969
Konza;Kenya;-1.74962;37.12;2004
Skelleftea;Sweden;64.7721;20.95;31075
Ciudad Guzman;Mexico;19.7104;-103.46;90480
Kamyshin;Russia;50.0804;45.4;82613
Otavi;Namibia;-19.64;17.342;4562
Guarda;Portugal;40.541;-7.262;32111
Jurado;Colombia;7.12175;-77.7564;2351
Tirana;Albania;41.3275;19.8189;658318
Piatra-Neamt;Romania;46.94;26.383;102688
Si Racha;Thailand;13.159;100.929;94204
Dobrich;Bulgaria;43.5851;27.84;73813
Provo;United States of America;40.2489;-111.638;231238
Zarate;Argentina;-34.0896;-59.04;86192
Lihue;United States of America;21.9815;-159.371;10694
Salamanca;Spain;40.9704;-5.67;160456
Gila Bend;United States of America;32.9504;-112.725;2012
Dabou;Ivory Coast;5.32036;-4.38995;71287
Alice Springs;Australia;-23.701;133.88;26949
Tekirdag;Turkey;40.9909;27.51;108266
Christchurch;New Zealand;-43.535;172.63;295351
Nanyang;China;33.0004;112.53;1097766
Bregenz;Austria;47.5167;9.7667;26928
Hoshiarpur;India;31.52;75.98;158142
Sullana;Peru;-4.88959;-80.68;114496
Sahiwal;Pakistan;30.6717;73.1118;235695
Qasigiannguit;Greenland;68.8193;-51.1785;1341
Rotorua;New Zealand;-38.1346;176.245;51497
Gumushane;Turkey;40.464;39.484;32250
Kamina;Congo (Kinshasa);-8.73002;25.01;101180
Setif;Algeria;36.18;5.39997;274744
Satun;Thailand;6.6167;100.067;34544
La Cruz;Mexico;23.9204;-106.9;11527
Pedernales;Dominican Republic;18.038;-71.741;11072
Tuy Hoa;Vietnam;13.082;109.316;69596
Huaura;Peru;-11.06;-77.6;30561
Muzaffarnagar;India;29.485;77.695;349706
Azul;Argentina;-36.7796;-59.87;43407
Bizerte;Tunisia;37.2904;9.85499;127555
Pendleton;United States of America;45.6726;-118.787;16669
Cirebon;Indonesia;-6.7333;108.567;254298
Cartagena;Spain;37.6004;-0.980028;166276
Krasnokamensk;Russia;50.0665;118.026;52308
Porto Nacional;Brazil;-10.7;-48.4199;9129
Saarbrucken;Germany;49.2504;6.97;472871
Katherine;Australia;-14.4666;132.267;8171
Jihlava;Czech Republic;49.4004;15.5833;52010
Mishan;China;45.5504;131.88;80459
Napier;New Zealand;-39.49;176.915;56787
San Juan Bautista;Paraguay;-26.68;-57.15;7882
Sotouboua;Togo;8.557;0.984996;21054
Laryak;Russia;61.1012;80.2514;10
Kamenna Obi;Russia;53.7936;81.3388;40883
Nova Lima;Brazil;-19.98;-43.85;60413
Mesa;United States of America;33.4239;-111.736;762217
Kendu Bay;Kenya;-0.359579;34.64;91248
Koutiala;Mali;12.3904;-5.46999;102140
Bontang;Indonesia;0.133259;117.5;101691
Brockville;Canada;44.5893;-75.6953;25172
El Kharga;Egypt;25.44;30.55;49991
Bastia;France;42.7032;9.45001;40558
Piripiri;Brazil;-4.26957;-41.79;32639
Tena;Ecuador;-0.979593;-77.81;24149
Meru;Kenya;0.0599821;37.64;47226
Maltahohe;Namibia;-24.84;16.94;2329
Blantyre;Malawi;-15.79;34.9899;584877
Puerto Aisen;Chile;-45.3999;-72.7;8067
Gardiz;Afghanistan;33.6001;69.2146;82680
Nawabshah;Pakistan;26.2454;68.4;229504
Jieshou;China;33.2504;115.35;141993
Miaoli;Taiwan;24.57;120.82;120494
Laoag;Philippines;18.1988;120.594;154576
Mbandaka;Congo (Kinshasa);0.040035;18.26;229590
Bac Giang;Vietnam;21.267;106.2;53728
Maumere;Indonesia;-8.61887;122.212;75941
Kafr el Sheikh;Egypt;31.109;30.936;143970
Goodland;United States of America;39.3485;-101.711;4258
Bydgoszcz;Poland;53.1204;18.01;366222
San-Pedro;Ivory Coast;4.77042;-6.63997;203512
Tallinn;Estonia;59.4339;24.728;367025
Barabinsk;Russia;55.3573;78.3519;29888
Baytown;United States of America;29.7558;-94.9677;76687
Liuhe;China;42.2789;125.717;67956
Ed Dueim;Sudan;13.9904;32.3;54825
Golyshmanovo;Russia;56.3819;68.3715;8708
Gorontalo;Indonesia;0.549978;123.07;254846
Urgut;Uzbekistan;39.4007;67.2607;73524
Surigao;Philippines;9.7843;125.489;64983
Wellington;New Zealand;-41.3;174.783;296300
Takapuna;New Zealand;-36.7913;174.776;184815
Itamaraju;Brazil;-17.0396;-39.5299;35055
Newark;United States of America;40.7004;-74.17;280123
Colac;Australia;-38.3395;143.58;7450
Podgorica;Montenegro;42.466;19.2663;141161
Davangere;India;14.47;75.92;469344
Hinche;Haiti;19.143;-72.004;18590
Green Bay;United States of America;44.53;-88;149811
Lapa;Brazil;-25.76;-49.73;19934
Yamburg;Russia;68.3504;77.1333;48488
Chiramba;Mozambique;-16.8921;34.6559;556
Rehoboth;Namibia;-23.3196;17.08;23298
Tsetserleg;Mongolia;47.4769;101.45;18056
Giyon;Ethiopia;8.53042;37.97;76464
Lausanne;Switzerland;46.5304;6.65002;191226
Kassala;Sudan;15.46;36.39;370499
Victoria;Seychelles;-4.61663;55.45;28228
Guasave;Mexico;25.5705;-108.47;82654
Harlingen;United States of America;26.1976;-97.6902;86749
Tobol;Kazakhstan;52.698;62.5749;3913
Nizhny Novgorod;Russia;56.333;44.0001;1246463
Maceio;Brazil;-9.62;-35.73;1000215
Denizli;Turkey;37.7704;29.08;342791
Launceston;Australia;-41.4498;147.13;65106
Reynosa;Mexico;26.08;-98.3;458997
Caldera;Chile;-27.0696;-70.83;10259
Springfield;United States of America;44.0519;-122.978;55531
Tokushima;Japan;34.0674;134.553;355552
Ferrenafe;Peru;-6.63;-79.8;42270
Sierra Colorado;Argentina;-40.5829;-67.8;1522
Lusambo;Congo (Kinshasa);-4.96958;23.43;26803
Lascano;Uruguay;-33.6696;-54.2;5215
Naga;Philippines;13.6192;123.181;458283
Paarl;South Africa;-33.6996;18.96;159791
Onitsha;Nigeria;6.14041;6.77999;73374
Gurupi;Brazil;-11.7196;-49.06;45595
Madaoua;Niger;14.0762;5.95859;19954
Dijon;France;47.3304;5.03002;159864
Bol'sheretsk;Russia;52.439;156.359;10
Malindi;Kenya;-3.21;40.1;81160
Padangpanjang;Indonesia;-0.449599;100.417;44096
Dover;United Kingdom;51.1337;1.30001;32270
Oulu;Finland;65;25.47;132685
Lavras;Brazil;-21.2496;-45.0099;70436
Solwezi;Zambia;-12.1796;26.4;51793
An Nasiriyah;Iraq;31.0429;46.2676;425898
San Lorenzo;Ecuador;1.2704;-78.8601;20209
Hughenden;Australia;-20.85;144.2;421
Linhai;China;28.85;121.12;202348
Dori;Burkina Faso;14.034;-0.0279985;37806
Kampene;Congo (Kinshasa);-3.59954;26.67;19719
Choluteca;Honduras;13.3007;-87.1908;87650
Kochi;Japan;33.5624;133.538;323095
Fria;Guinea;10.3804;-13.55;23729
Morombe;Madagascar;-21.7391;43.3657;16727
Vera;Argentina;-29.4662;-60.2166;9979
Santa Cruz do Sul;Brazil;-29.71;-52.44;109869
Lgov;Russia;51.6948;35.2744;16093
Otar;Kazakhstan;43.5346;75.2139;11238
Dera Ghazi Khan;Pakistan;30.0604;70.6351;236093
Bentol;Liberia;6.4333;-10.6;4089
Fier;Albania;40.73;19.573;69747
Cienaga;Colombia;11.0104;-74.25;109741
Augsburg;Germany;48.35;10.9;309092
Tebingtinggi;Indonesia;3.33038;99.13;192786
Pirassununga;Brazil;-21.99;-47.43;51698
Meekatharra;Australia;-26.6;118.483;654
Philadelphia;United States of America;40;-75.17;3504775
Quanzhou;China;24.9;118.58;823571
Itapetinga;Brazil;-15.25;-40.25;43224
Joensuu;Finland;62.6;29.7666;53388
Lampang;Thailand;18.2916;99.4813;180110
Paulo Afonso;Brazil;-9.33066;-38.2657;85350
La Cruz;Costa Rica;11.0704;-85.63;4297
Taloqan;Afghanistan;36.73;69.54;64256
Puerto Baquerizo Moreno;Ecuador;-0.900011;-89.6;5122
St.-Benoit;France;-21.0335;55.7128;23979
Kocaeli;Turkey;40.776;29.9306;383557
Hospet;India;15.2804;76.375;241926
La Rochelle;France;46.1667;-1.14999;76903
Kalgoorlie;Australia;-30.7354;121.46;32058
Manta;Ecuador;-0.980006;-80.73;176941
Zarafshon;Uzbekistan;41.5822;64.2018;55292
Mount Isa;Australia;-20.7239;139.49;27596
Oslo;Norway;59.9167;10.75;707500
San Vicente;El Salvador;13.641;-88.785;37326
Brumado;Brazil;-14.21;-41.67;29300
Brahmapur;India;19.32;84.8;324726
Zhaodong;China;46.0804;125.98;167193
Kingston South East;Australia;-36.8328;139.85;206
Leeton;Australia;-34.5449;146.397;6277
La Coruna;Spain;43.33;-8.41999;306614
Lamas;Peru;-6.43001;-76.52;13098
Sabinas Hidalgo;Mexico;26.51;-100.18;26122
Yichang;China;30.7;111.28;675862
Schenectady;United States of America;42.8146;-73.94;104767
Teziutlan;Mexico;19.8204;-97.36;124307
Vaslui;Romania;46.6333;27.7333;69225
Raurkela;India;22.2304;84.83;554730
Newman;Australia;-23.3666;119.733;2678
Ituiutaba;Brazil;-18.97;-49.46;63978
John Day;United States of America;44.4165;-118.952;1437
Jau;Brazil;-22.2896;-48.57;102565
Cincinnati;United States of America;39.1619;-84.4569;971191
Moron;Mongolia;49.6453;100.154;24608
Biak;Indonesia;-1.16149;136.048;103610
Yaynangyoung;Myanmar;20.4615;94.881;104507
Jayapura;Indonesia;-2.53299;140.7;152118
Viljandi;Estonia;58.3639;25.59;20309
Bugt;China;48.7838;121.933;17457
Brownwood;United States of America;31.7079;-98.9823;20261
Zhob;Pakistan;31.349;69.4386;69446
Buzau;Romania;45.1565;26.8065;130826
Linares;Spain;38.0833;-3.63335;49549
Port-De-Paix;Haiti;19.9318;-72.8295;34657
Banda Aceh;Indonesia;5.54998;95.32;344065
Mubende;Uganda;0.590441;31.37;9556
Darhan;Mongolia;49.6167;106.35;74738
Sanliurfa;Turkey;37.17;38.795;431407
Rio Largo;Brazil;-9.48;-35.84;110966
Zixing;China;25.97;113.4;6618
Same;Tanzania;-4.06958;37.72;9768
Novokuybishevsk;Russia;53.12;49.9199;132067
Chadron;United States of America;42.8279;-103.003;5686
London;Canada;42.97;-81.25;340900
Annapolis;United States of America;38.9783;-76.4925;58776
Komatini;Greece;41.1333;25.4167;45631
Braganca;Portugal;41.808;-6.755;34375
Arapiraca;Brazil;-9.75001;-36.67;177115
Ponca City;United States of America;36.7074;-97.0853;24843
Wyndham;Australia;-15.374;128.36;734
Klintsy;Russia;52.7652;32.2448;60885
Da Nang;Vietnam;16.06;108.25;943534
Hillerod;Denmark;55.9333;12.3167;28313
Concepcion;Chile;-36.83;-73.05;550864
Erfurt;Germany;50.9701;11.03;189365
Salum;Egypt;31.567;25.15;7330
Nimes;France;43.8304;4.35001;158891
Jawhar;Somalia;2.767;45.5166;86654
Cascavel;Brazil;-24.9596;-53.46;229300
Regina;Canada;50.45;-104.617;176183
Mocimboa;Mozambique;-11.3196;40.35;27909
Delhi;India;28.67;77.23;11779606
Price;United States of America;39.5998;-110.81;9175
Caldwell;United States of America;43.661;-116.671;83403
Tampico;Mexico;22.3;-97.87;578351
Curico;Chile;-34.98;-71.24;108074
Zuozhou;China;39.5401;115.79;415000
Charikar;Afghanistan;35.0183;69.1679;53676
Anda;China;46.4;125.32;181402
Adigrat;Ethiopia;14.2804;39.47;104021
Xiangtan;China;27.8504;112.9;2183454
Maputo;Mozambique;-25.9553;32.5892;1318806
Koundara;Guinea;12.48;-13.296;13990
Papeete;French Polynesia;-17.5334;-149.567;78856
Kingman;United States of America;35.1899;-114.052;33306
Shalqar;Kazakhstan;47.8363;59.6141;27256
Oldenburg;Germany;53.13;8.22;163338
Jincheng;China;35.5004;112.83;520000
Oytal;Kazakhstan;42.9153;73.2549;16247
Trelew;Argentina;-43.25;-65.3299;93128
Phrae;Thailand;18.1533;100.163;28254
Kangaba;Mali;11.9404;-8.44001;17232
Songea;Tanzania;-10.68;35.65;120923
Cabo Frio;Brazil;-22.89;-42.04;184980
Umtata;South Africa;-31.58;28.79;108217
Makarov;Russia;48.6337;142.8;4571
Iringa;Tanzania;-7.76962;35.69;103290
Mazyr;Belarus;52.046;29.2722;100936
Maiquetia;Venezuela;10.6004;-66.97;184003
Nouna;Burkina Faso;12.729;-3.86;29048
Hat Yai;Thailand;6.99643;100.471;254825
Pecs;Hungary;46.0804;18.22;171455
Charata;Argentina;-27.2163;-61.2;18297
Kisangani;Congo (Kinshasa);0.520006;25.22;558814
Wakayama;Japan;34.2231;135.168;395503
Coban;Guatemala;15.47;-90.38;59284
Talas;Kyrgyzstan;42.5184;72.2429;28646
Arendal;Norway;58.4648;8.766;30916
Ludhiana;India;30.9278;75.8723;1597184
Ed Damazin;Sudan;11.7704;34.35;114030
Kayseri;Turkey;38.735;35.49;562215
Cherbourg;France;49.6504;-1.64999;60991
Mopti;Mali;14.49;-4.18004;93269
Taua;Brazil;-5.99949;-40.31;29188
Cadiz;Philippines;10.9587;123.309;206105
McGrath;United States of America;62.9568;-155.596;138
Mozhga;Russia;56.4548;52.1843;43098
General Roca;Argentina;-39.02;-67.61;38578
Laiwu;China;36.2004;117.66;124108
Berdyansk;Ukraine;46.7568;36.7868;88409
Olongapo;Philippines;14.8296;120.283;265829
Socorro;United States of America;34.0621;-106.899;8117
Maradah;Libya;29.2337;19.2166;2364
Zheleznogorsk Ilimskiy;Russia;56.5762;104.123;27291
Castro;Chile;-42.4808;-73.7623;25184
Calais;France;50.9504;1.83331;83317
Fort Chipewyan;Canada;58.7171;-111.15;3222
Tzaneen;South Africa;-23.8195;30.17;42099
Obando;Colombia;3.85404;-67.9061;8181
Huntington;United States of America;38.4196;-82.4453;66957
Pativilca;Peru;-10.6996;-77.8;22744
Georgetown;Guyana;6.80197;-58.167;249683
Bujumbura;Burundi;-3.37609;29.36;331700
Villa Maria;Argentina;-32.41;-63.26;76701
Alexandria;Egypt;31.2;29.95;3988258
Yandoon;Myanmar;17.0433;95.6429;36172
Aniak;United States of America;61.5787;-159.522;501
Bandar-e-Abbas;Iran;27.2041;56.2721;414503
Hilo;United States of America;19.7;-155.09;47720
Maitri Station;Antarctica;-70.7822;11.7305;33
Barbacena;Brazil;-21.22;-43.77;101628
Belebey;Russia;54.1291;54.1187;57674
Abau;Papua New Guinea;-10.0426;148.565;230
Mokpo;South Korea;34.8068;126.396;264210
Nasca;Peru;-14.83;-74.94;23387
Tambov;Russia;52.73;41.43;296207
Tuyen Quang;Vietnam;21.818;105.211;36430
Saint-Louis;Mauritania;16.02;-16.51;198396
Barra do Garcas;Brazil;-15.8796;-52.26;41214
Junin;Peru;-11.1496;-76.01;11495
Sing Buri;Thailand;14.887;100.401;20046
Chumphon;Thailand;10.5127;99.1872;70760
Quang Tri;Vietnam;16.7504;107.2;72722
Obock;Djibouti;11.9734;43.2856;13142
Tucurui;Brazil;-3.68;-49.72;38472
Librazhd;Albania;41.2;20.3667;12691
Kissidougou;Guinea;9.19046;-10.12;56957
Galle;Sri Lanka;6.03001;80.24;96298
Clermont-Ferrand;France;45.78;3.08001;185865
Tuguegarao;Philippines;17.6131;121.727;115105
Bukoba;Tanzania;-1.31962;31.8;85566
Narrogin;Australia;-32.9329;117.167;3995
Kimberley;South Africa;-28.7468;24.77;153676
Icel;Turkey;36.8;34.62;577416
Yerema;Russia;60.3808;107.779;745
Zaria;Nigeria;11.08;7.71001;754836
Atakpame;Togo;7.53004;1.12002;74757
St. Paul;United States of America;44.944;-93.085;509961
Agdam;Azerbaijan;40.9053;45.5564;0
As Sidr;Libya;30.6704;18.2666;50
Gyzlarbat;Turkmenistan;38.9755;56.2778;30229
Medicine Hat;Canada;50.0333;-110.683;58382
Portel;Brazil;-1.94997;-50.82;10855
Aleksandrovsk Sakhalinskiy;Russia;50.8975;142.156;9263
Oceanside;United States of America;33.2205;-117.335;396474
Arys;Kazakhstan;42.4369;68.8048;39466
Turkmenbasy;Turkmenistan;40.023;52.9697;66722
An Nabk;Saudi Arabia;31.3333;37.3333;7500
Nkhata Bay;Malawi;-11.5996;34.3;16914
Sharya;Russia;58.3798;45.5094;32666
Suihua;China;46.6304;126.98;250903
Umba;Russia;66.6814;34.3455;6128
Zongo;Congo (Kinshasa);4.33034;18.615;17667
Guasdualito;Venezuela;7.23998;-70.74;28287
Qaanaaq;Greenland;77.4835;-69.3322;437
Veinticinco de Mayo;Argentina;-35.43;-60.18;18749
Moyale;Kenya;3.51998;39.05;20540
Selma;United States of America;32.4076;-87.0212;19553
Umm Ruwaba;Sudan;12.9104;31.2;35999
Kalispell;United States of America;48.1978;-114.316;25040
Mulanje;Malawi;-16.0333;35.5;16483
Chonchi;Chile;-42.61;-73.81;381
White Sulphur Springs;United States of America;37.7939;-80.3035;2154
Olympia;United States of America;47.038;-122.899;100950
Gingin;Australia;-31.3496;115.9;1446
Trindade;Brazil;-16.65;-49.5;93113
Theodore;Australia;-24.9495;150.083;246
Maladzyechna;Belarus;54.3188;26.8653;96055
Shkoder;Albania;42.0685;19.5189;122006
El Jadida;Morocco;33.2604;-8.50998;164009
Assis;Brazil;-22.6596;-50.42;79133
Nacaome;Honduras;13.53;-87.49;30464
Dahuk;Iraq;36.8667;43;620500
Gaspe;Canada;48.8373;-64.4934;3504
Chon Buri;Thailand;13.4004;101;221340
Dimbokro;Ivory Coast;6.65046;-4.71001;46467
Samandagi;Turkey;36.1171;35.9333;93638
Nadym;Russia;65.5298;72.5148;26723
Karratha;Australia;-20.7304;116.87;16636
Chau Doc;Vietnam;10.7004;105.117;70239
Isna;Egypt;25.2904;32.5499;84667
Mouila;Gabon;-1.86615;11.0167;25234
Puerto Escondido;Mexico;15.8592;-97.0659;15402
